2	0.062835
4	0.06283
6	0.063375
8	0.05815
10	0.056426
12	0.057658
14	0.059488
16	0.059838
18	0.0608
20	0.061996
22	0.063729
24	0.065304
26	0.065306
28	0.066779
30	0.068496
32	0.069387
34	0.073956
36	0.075221
38	0.07585
40	0.076543
42	0.077323
44	0.079435
46	0.078702
48	0.079377
50	0.079914
52	0.086741
54	0.087356
56	0.088629
58	0.088545
60	0.089961
62	0.091025
64	0.092841
66	0.092921
68	0.094459
70	0.096317
72	0.096498
74	0.097636
76	0.097555
78	0.099354
80	0.098516
82	0.100209
84	0.101498
86	0.099844
88	0.099682
90	0.100819
92	0.102121
94	0.10334
96	0.101076
98	0.102603
100	0.104633
