//output of recursive search
// array size - time taken (in seconds)
500	0.39
800	0.75
1100	0.86
1400	1.2
1700	1.57
2000	1.84
2300	1.87
2600	2.24
2900	2.64
3200	2.8
3500	2.92
3800	3.06
4100	3.42
4400	3.52
4700	3.93
5000	4.19
5300	4.62
5600	5
5900	5.28
6200	5.43
6500	5.72
6800	5.81
7100	6.04
7400	6.08
7700	6.19
8000	6.11
8300	6.23
8600	6.88
8900	7.31
9200	7.19
9500	7.73
9800	8.16
